,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
sample_11,9.256944444,-0.99537037,9.256944444,0.111111111,0.405179006,73.071,68.031,73.02950298,30,0.041108964,-0.550182865,0.550182865,0.041108964,2,2.2,2.2,0.666666667,5,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,-0.8537,15.298
sample_12,9.368055556,-0.74537037,9.368055556,0.222222222,0.490844666,74.079,68.031,74.03677943,30,0.302558437,-0.481237917,0.481237917,0.302558437,2,2.2,2.2,0.666666667,5,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.481,17.9268
sample_13,3.248263889,1.131944444,3.248263889,1.131944444,0.465988151,122.993,115.937,121.9731123,26,0.002862797,-0.09281865,0.09281865,0.002862797,1.75,2,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.7913,24.085
sample_14,5.274691358,0.305555556,5.274691358,0.305555556,0.386541834,78.542,71.486,78.0236279,26,0.027912831,-0.123611771,0.123611771,0.027912831,1.5,1.5,1.5,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6336,20.989
sample_15,5.18595679,0.791666667,5.18595679,0.791666667,0.418436036,78.542,71.486,78.0236279,26,0.022033046,-0.126727887,0.126727887,0.022033046,1.75,2,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.6352,21.011
sample_16,4.909722222,0.583333333,4.909722222,0.583333333,0.425240303,57.096,50.04,57.05784922,24,0.010374434,-0.327052285,0.327052285,0.010374434,2,2.25,2.25,0.333333333,4,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.1311,19.2514
sample_17,2.125,1.25,2.125,1.25,0.385470659,44.097,36.033,44.06260026,20,-0.059038364,-0.065645441,0.065645441,0.059038364,1.333333333,1.333333333,1.333333333,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4163,15.965
sample_18,4.541666667,0.819444444,4.541666667,0.819444444,0.431500998,60.096,52.032,60.05751488,26,0.043345389,-0.384976893,0.384976893,0.043345389,1.75,2,2,1,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.6527,17.55
sample_19,7.875,0.319444444,7.875,0.319444444,0.463783983,60.096,52.032,60.05751488,26,0.04278928,-0.396387351,0.396387351,0.04278928,1.75,2,2,1,4,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.3887,17.3768
sample_20,4.46875,0.388888889,4.46875,0.388888889,0.438396252,76.095,68.031,76.0524295,32,0.145448324,-0.358682481,0.358682481,0.145448324,1.2,1.6,1.6,1,5,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.2367,18.885
sample_21,8.111111111,-0.560185185,8.111111111,0.138888889,0.435834997,76.095,68.031,76.0524295,32,0.074238644,-0.393700042,0.393700042,0.074238644,1.8,2,2,1,5,2,2,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-0.6405,18.7666
sample_22,5.111111111,0.333333333,5.111111111,0.333333333,0.427929947,59.112,50.04,59.07349929,26,-0.001792424,-0.328262981,0.328262981,0.001792424,1.5,1.5,1.5,1,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.3535,19.3234
sample_23,5.027777778,0.819444444,5.027777778,0.819444444,0.463270918,59.112,50.04,59.07349929,26,-0.007990569,-0.330483922,0.330483922,0.007990569,1.75,2,2,1,4,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.3551,19.3454
sample_24,2,2,2,2,0.384462781,59.112,50.04,59.07349929,26,-0.01400105,-0.312431966,0.312431966,0.01400105,1,1,1,1,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1778,19.611
sample_25,3.361111111,1.638888889,3.361111111,1.638888889,0.396333969,54.092,48.044,54.04695019,22,-0.070082308,-0.099086737,0.099086737,0.070082308,1,1.25,1.25,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3584,20.394
sample_26,4.361111111,1.3125,4.361111111,1.3125,0.444662631,70.091,64.043,70.04186481,28,0.082880435,-0.473880344,0.473880344,0.082880435,1.2,1.6,1.6,0,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.29,21.479
sample_27,9.405092593,0.574074074,9.405092593,0.574074074,0.328596256,70.091,64.043,70.04186481,28,0.144647466,-0.298291391,0.298291391,0.144647466,2,2.2,2.2,0.25,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.7614,20.878
sample_28,9.840277778,-0.393518519,9.840277778,0.393518519,0.339628251,86.09,80.042,86.03677943,34,0.329362027,-0.465866582,0.465866582,0.329362027,2,2.5,2.5,0.25,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.3454,22.213
sample_29,9.750277778,-0.328703704,9.750277778,0.328703704,0.346443425,86.09,80.042,86.03677943,34,0.306915205,-0.435323432,0.435323432,0.306915205,2,2.5,2.5,0.25,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.693,21.963
sample_30,7.81625,0.694444444,7.81625,0.694444444,0.45506988,69.107,62.051,69.05784922,28,0.062113743,-0.198347574,0.198347574,0.062113743,1.8,2.4,2.4,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.31008,20.521
sample_31,3.479166667,1.083333333,3.479166667,1.083333333,0.399986689,56.108,48.044,56.06260026,24,-0.038200394,-0.103093227,0.103093227,0.038200394,2,2.25,2.25,0.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5824,20.488
sample_32,2,2,2,2,0.369511069,56.108,48.044,56.06260026,24,-0.047001923,-0.091942112,0.091942112,0.047001923,1,1.25,1.25,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5824,20.488
sample_33,2,2,2,2,0.369511069,56.108,48.044,56.06260026,24,-0.047001923,-0.091942112,0.091942112,0.047001923,1,1.25,1.25,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5824,20.488
sample_34,3.555555556,1.166666667,3.555555556,1.166666667,0.369511069,56.108,48.044,56.06260026,24,-0.044481419,-0.100419849,0.100419849,0.044481419,1.5,1.5,1.5,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5824,20.488
sample_35,9.404861111,0.708333333,9.404861111,0.708333333,0.444345048,72.107,64.043,72.05751488,30,0.119479781,-0.303403097,0.303403097,0.119479781,1.8,2.4,2.4,0.75,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0.9854,20.972
sample_36,9.50462963,0.203703704,9.50462963,0.203703704,0.41938248,72.107,64.043,72.05751488,30,0.122016012,-0.303111964,0.303111964,0.122016012,1.6,1.8,1.8,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.8413,20.902
sample_37,9.8125,0.25462963,9.8125,0.25462963,0.451050805,72.107,64.043,72.05751488,30,0.129065033,-0.300042385,0.300042385,0.129065033,1.8,2,2,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.9854,20.972
sample_38,4.944444444,1,4.944444444,1,0.410937601,72.107,64.043,72.05751488,30,0.04663817,-0.381449382,0.381449382,0.04663817,1,1.6,1.8,1,5,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0.7968,20.053
sample_39,9.599305556,-0.710648148,9.599305556,0.291666667,0.543440747,88.106,80.042,88.0524295,36,0.302828937,-0.481230516,0.481230516,0.302828937,1.833333333,2.333333333,2.333333333,0.75,6,1,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0.8711,22.5438
sample_40,9.821527778,-0.210648148,9.821527778,0.210648148,0.437850878,88.106,80.042,88.0524295,36,0.302112778,-0.46617189,0.46617189,0.302112778,1.833333333,2.333333333,2.333333333,0.75,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.5694,22.307
sample_41,9.699074074,-0.740740741,9.699074074,0.231481481,0.512604011,88.106,80.042,88.0524295,36,0.30542353,-0.48104159,0.48104159,0.30542353,1.666666667,1.833333333,1.833333333,0.75,6,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.727,22.4738
sample_42,9.958333333,-0.157407407,9.958333333,0.157407407,0.437850878,88.106,80.042,88.0524295,36,0.304720731,-0.46900295,0.46900295,0.304720731,1.833333333,2.333333333,2.333333333,0.75,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.5694,22.307
sample_43,9.341527778,0.461805556,9.341527778,0.461805556,0.372122915,88.106,80.042,88.0524295,36,0.292575348,-0.467912039,0.467912039,0.292575348,1.833333333,2.5,2.666666667,0.75,6,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.5694,22.307
sample_44,3.309513889,1.15625,3.309513889,1.15625,0.51138212,137.02,127.948,135.9887624,32,0.003115223,-0.092807985,0.092807985,0.003115223,1.6,2.2,2.2,1,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.1814,28.702
sample_45,5.301651235,0.815972222,5.301651235,0.815972222,0.457450189,92.569,83.497,92.03927797,32,0.022285485,-0.126717152,0.126717152,0.022285485,1.6,2.2,2.2,1,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2.0253,25.628
sample_46,2.180555556,1.319444444,2.180555556,1.319444444,0.431024358,58.124,48.044,58.07825032,26,-0.05643437,-0.065392443,0.065392443,0.05643437,1,1.25,1.25,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8064,20.582
sample_47,2.166666667,0.833333333,2.166666667,0.833333333,0.397118004,58.124,48.044,58.07825032,26,-0.049986081,-0.063037254,0.063037254,0.049986081,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6623,20.512
sample_48,8.06625,0.34375,8.06625,0.34375,0.512821799,74.123,64.043,74.07316494,32,0.043042283,-0.396376752,0.396376752,0.043042283,1.6,2.2,2.2,1,5,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.7788,21.9938
sample_49,8.361111111,-0.115740741,8.361111111,0.115740741,0.486927429,74.123,64.043,74.07316494,32,0.050903904,-0.393430087,0.393430087,0.050903904,1.8,2,2,1,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7772,21.9718
sample_50,8.520833333,-0.5,8.520833333,0.5,0.449827657,74.123,64.043,74.07316494,32,0.056325853,-0.390760088,0.390760088,0.056325853,1.2,1.2,1.2,1,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7772,21.9718
sample_51,4.833333333,0.84375,4.833333333,0.84375,0.475268149,74.123,64.043,74.07316494,32,0.043708413,-0.382025836,0.382025836,0.043708413,1.2,1.6,1.6,1,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.0428,22.167
sample_52,8.143518519,0.305555556,8.143518519,0.305555556,0.483480244,74.123,64.043,74.07316494,32,0.045348804,-0.396109844,0.396109844,0.045348804,1.6,1.8,1.8,1,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.6347,21.9238
sample_53,8.392361111,-0.351851852,8.392361111,0.081018519,0.490542915,90.122,80.042,90.06807956,38,0.053349575,-0.396275122,0.396275122,0.053349575,1.666666667,2.166666667,2.166666667,1,6,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-0.2504,23.3836
sample_54,5.139027778,0.84375,5.139027778,0.84375,0.512414872,73.139,62.051,73.08914935,32,-0.007737643,-0.330473681,0.330473681,0.007737643,1.6,2.2,2.2,1,5,2,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.7452,23.9624
sample_55,3.111111111,1.09375,3.111111111,1.09375,0.504854052,73.139,62.051,73.08914935,32,-0.007751361,-0.317281591,0.317281591,0.007751361,1.2,1.6,1.6,1,5,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.6158,24.2177
sample_56,5.171296296,0.662037037,5.171296296,0.662037037,0.483006934,73.139,62.051,73.08914935,32,-0.005413892,-0.330218338,0.330218338,0.005413892,1.6,1.8,1.8,1,5,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.6011,23.8924
sample_57,3.784722222,1.75,3.784722222,1.75,0.453147965,79.102,74.062,79.04219916,30,0.026728768,-0.264736971,0.264736971,0.026728768,0.833333333,1.5,1.666666667,0,6,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.0816,24.237
sample_58,2.236111111,1.319444444,2.236111111,1.319444444,0.379082428,68.119,60.055,68.06260026,28,-0.034778563,-0.088527878,0.088527878,0.034778563,1,1.6,1.8,0.6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7265,22.991
sample_59,3.555555556,1.018518519,3.555555556,1.018518519,0.410514682,68.119,60.055,68.06260026,28,-0.040383549,-0.098823107,0.098823107,0.040383549,1.8,2,2,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.011
sample_60,10.03333333,-0.0625,10.03333333,0.0625,0.474822003,100.117,92.053,100.0524295,40,0.136672069,-0.299537265,0.299537265,0.136672069,1.142857143,1.428571429,1.428571429,0.6,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.5545,25.979
sample_61,9.932638889,-0.263981481,9.932638889,0.263981481,0.377544829,100.117,92.053,100.0524295,40,0.302439546,-0.461656327,0.461656327,0.302439546,2,2.571428571,2.714285714,0.4,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.7355,26.83
sample_62,10.07152778,-0.358796296,10.07152778,0.358796296,0.377544829,100.117,92.053,100.0524295,40,0.329627783,-0.462840392,0.462840392,0.329627783,2,2.571428571,2.714285714,0.4,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.7355,26.83
sample_63,1.5,1.5,1.5,1.5,0.408361929,70.135,60.055,70.07825032,30,-0.053305973,-0.053305973,0.053305973,0.053305973,0.4,0.6,0.8,1,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9505,23.085
sample_64,3.550416667,1.152777778,3.550416667,1.152777778,0.435603827,70.135,60.055,70.07825032,30,-0.035603948,-0.103083151,0.103083151,0.035603948,1.8,2.4,2.4,0.6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.9725,25.105
sample_65,10.18055556,0.342592593,10.18055556,0.342592593,0.495768832,86.134,76.054,86.07316494,36,0.131861522,-0.299740651,0.299740651,0.131861522,1.333333333,1.666666667,1.666666667,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.3755,25.589
sample_66,10.04375,0.289351852,10.04375,0.289351852,0.495768832,86.134,76.054,86.07316494,36,0.129329532,-0.300031213,0.300031213,0.129329532,1.666666667,2.166666667,2.166666667,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.3755,25.589
sample_67,9.56375,0.732638889,9.56375,0.732638889,0.374278867,86.134,76.054,86.07316494,36,0.119490021,-0.30340291,0.30340291,0.119490021,1.666666667,2.333333333,2.5,0.8,6,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1.3755,25.589
sample_68,10.18958333,-0.122685185,10.18958333,0.122685185,0.485245074,102.133,92.053,102.0680796,42,0.30498632,-0.465976731,0.465976731,0.30498632,1.571428571,2.142857143,2.285714286,0.8,7,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.9595,26.924
sample_69,9.487083333,0.449259259,9.487083333,0.449259259,0.492868588,102.133,92.053,102.0680796,42,0.292585346,-0.467627732,0.467627732,0.292585346,1.714285714,2.285714286,2.428571429,0.8,7,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.8154,26.854
sample_70,9.647083333,-0.942731481,9.647083333,0.204861111,0.498767382,101.125,92.053,101.0608031,42,0.04138344,-0.550171862,0.550171862,0.04138344,1.714285714,2.285714286,2.428571429,0.8,7,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,-0.0735,24.532
sample_71,9.758194444,-0.692731481,9.758194444,0.315972222,0.582072402,102.133,92.053,102.0680796,42,0.302839376,-0.481230391,0.481230391,0.302839376,1.714285714,2.285714286,2.428571429,0.8,7,1,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1.2612,27.1608
sample_72,5.38029321,0.827222222,5.38029321,0.827222222,0.382995077,106.596,95.508,106.054928,38,0.022295401,-0.126716971,0.126716971,0.022295401,1.333333333,2,2.166666667,1,6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2.4154,30.245
sample_73,2.222222222,0.884259259,2.222222222,0.884259259,0.444440835,72.151,60.055,72.09390038,32,-0.047394926,-0.065138409,0.065138409,0.047394926,1.4,1.6,1.6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0524,25.129
sample_74,2.1875,0.5,2.1875,0.5,0.410578184,72.151,60.055,72.09390038,32,-0.041101548,-0.060438148,0.060438148,0.041101548,0.8,0.8,0.8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0524,25.129
sample_75,2.211805556,1.34375,2.211805556,1.34375,0.46878551,72.151,60.055,72.09390038,32,-0.053831315,-0.065382555,0.065382555,0.053831315,1,1.4,1.4,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.1965,25.199
sample_76,8.334768519,0.329861111,8.334768519,0.329861111,0.534088523,88.15,76.054,88.088815,38,0.045602329,-0.396099195,0.396099195,0.045602329,1.666666667,2.166666667,2.166666667,1,6,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.0248,26.5408
sample_77,8.826388889,-0.458333333,8.826388889,0.458333333,0.509763466,88.15,76.054,88.088815,38,0.058869861,-0.390482852,0.390482852,0.058869861,1.5,1.666666667,1.666666667,1,6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.1673,26.5888
sample_78,8.236666667,0.331018519,8.236666667,0.331018519,0.534088523,88.15,76.054,88.088815,38,0.043296311,-0.396366079,0.396366079,0.043296311,1.5,2,2,1,6,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.0248,26.5408
sample_79,8.62962963,-0.148148148,8.62962963,0.148148148,0.507127445,88.15,76.054,88.088815,38,0.053450959,-0.393152133,0.393152133,0.053450959,1.166666667,1.333333333,1.333333333,1,6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.0232,26.5188
sample_80,8.197361111,0.355,8.197361111,0.355,0.513281356,88.15,76.054,88.088815,38,0.043052233,-0.396376571,0.396376571,0.043052233,1.333333333,2,2.166666667,1,6,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1.1689,26.6108
sample_81,8.552361111,-0.101851852,8.552361111,0.101851852,0.536831757,88.15,76.054,88.088815,38,0.05115656,-0.393419452,0.393419452,0.05115656,1.666666667,2.166666667,2.166666667,1,6,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.1673,26.5888
sample_82,8.666666667,-0.064814815,8.666666667,0.064814815,0.536831757,88.15,76.054,88.088815,38,0.05345928,-0.393153041,0.393153041,0.05345928,1.333333333,1.666666667,1.666666667,1,6,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.1673,26.5888
sample_83,8.434027778,-0.305555556,8.434027778,0.045138889,0.517276473,104.149,92.053,104.0837296,44,0.050357817,-0.395729397,0.395729397,0.050357817,1.142857143,1.428571429,1.428571429,1,7,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-0.0028,27.9526
sample_84,8.21125,0.25,8.21125,0.25,0.4979883,104.149,92.053,104.0837296,44,0.043053863,-0.396376557,0.396376557,0.043053863,0.714285714,1.142857143,1.428571429,1,7,2,2,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0.1413,28.0226
sample_85,5.576728395,0.605709877,5.576728395,0.605709877,0.528586339,147.004,142.972,145.9690055,42,0.059180344,-0.082713195,0.082713195,0.059180344,0.875,1.25,1.5,0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.9934,36.462
sample_86,3.31125,1.134259259,3.31125,1.134259259,0.542045009,157.01,151.97,155.9574623,36,0.017475283,-0.062189991,0.062189991,0.017475283,1,1.571428571,1.857142857,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.4491,34.142
sample_87,5.539691358,0.793981481,5.539691358,0.793981481,0.483383326,112.559,107.519,112.0079778,36,0.040548441,-0.084344477,0.084344477,0.040548441,1,1.571428571,1.857142857,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.34,31.452
sample_88,2,2,2,2,0.442628372,78.114,72.066,78.04695019,30,-0.062268571,-0.062268571,0.062268571,0.062268571,0.333333333,0.5,0.666666667,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.6866,26.442
sample_89,8.632222222,0.321759259,8.632222222,0.321759259,0.514729545,94.113,88.065,94.04186481,36,0.115074819,-0.507966995,0.507966995,0.115074819,1,1.571428571,1.857142857,0,7,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.3922,28.1068
sample_90,8.645555556,0.169259259,8.645555556,0.169259259,0.490727669,110.112,104.064,110.0367794,42,0.115345951,-0.507962237,0.507962237,0.115345951,0.75,1,1.25,0,8,2,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1.0978,29.7716
sample_91,5.357777778,0.821759259,5.357777778,0.821759259,0.480075463,93.129,86.073,93.05784922,36,0.031347593,-0.398728829,0.398728829,0.031347593,1,1.571428571,1.857142857,0,7,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.2688,30.8544
sample_92,3.979166667,1.071759259,3.979166667,1.071759259,0.471998368,93.129,86.073,93.05784922,36,0.037214653,-0.261612425,0.261612425,0.037214653,1.428571429,2.285714286,2.571428571,0.166666667,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.974
sample_93,8.032678571,0.585,8.032678571,0.585,0.515241194,108.144,100.08,108.0687483,42,0.062125109,-0.198347387,0.198347387,0.062125109,0.875,1.25,1.5,0.666666667,8,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.59396,29.694
sample_94,2.267361111,1.319444444,2.267361111,1.319444444,0.392513413,82.146,72.066,82.07825032,34,-0.03506251,-0.088539093,0.088539093,0.03506251,0.833333333,1.333333333,1.5,0.666666667,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1166,27.608
sample_95,10.46305556,0.46412037,10.46305556,0.46412037,0.448625541,98.145,88.065,98.07316494,40,0.132411328,-0.299717909,0.299717909,0.132411328,1,1.571428571,1.857142857,0.833333333,7,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1.5196,28.092
sample_96,10.17777778,0.125,10.17777778,0.125,0.454517702,98.145,88.065,98.07316494,40,0.152047426,-0.295182765,0.295182765,0.152047426,1.285714286,1.714285714,1.714285714,0.5,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.5416,30.112
sample_97,1.5,1.5,1.5,1.5,0.422316187,84.162,72.066,84.09390038,36,-0.053305973,-0.053305973,0.053305973,0.053305973,0.333333333,0.5,0.666666667,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.3406,27.702
sample_98,3.75462963,0.657407407,3.75462963,0.657407407,0.427201953,84.162,72.066,84.09390038,36,-0.026557561,-0.0998815,0.0998815,0.026557561,1.5,1.666666667,1.666666667,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2185,29.652
sample_99,2.12037037,1.425925926,2.12037037,1.425925926,0.395123445,84.162,72.066,84.09390038,36,-0.04396381,-0.077787503,0.077787503,0.04396381,0.666666667,0.833333333,0.833333333,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3626,29.722
sample_100,3.791666667,1.135416667,3.791666667,1.135416667,0.450422813,84.162,72.066,84.09390038,36,-0.035168768,-0.099882385,0.099882385,0.035168768,1.333333333,1.666666667,1.666666667,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3626,29.722
sample_101,3.598194444,1.177083333,3.598194444,1.177083333,0.363505574,84.162,72.066,84.09390038,36,-0.035351361,-0.10308298,0.10308298,0.035351361,1.666666667,2.333333333,2.5,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.3626,29.722
sample_102,2.180555556,1.232638889,2.180555556,1.232638889,0.450422813,84.162,72.066,84.09390038,36,-0.035346458,-0.091664372,0.091664372,0.035346458,1.5,2.166666667,2.333333333,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3626,29.722
sample_103,2.180555556,1.232638889,2.180555556,1.232638889,0.450422813,84.162,72.066,84.09390038,36,-0.035346458,-0.091664372,0.091664372,0.035346458,1.5,2.166666667,2.333333333,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3626,29.722
sample_104,2.340277778,1.046296296,2.340277778,1.046296296,0.421791474,84.162,72.066,84.09390038,36,-0.044280073,-0.062509723,0.062509723,0.044280073,1.166666667,1.666666667,1.833333333,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.1965,27.632
sample_105,3.744861111,1.180555556,3.744861111,1.180555556,0.450422813,84.162,72.066,84.09390038,36,-0.032839549,-0.100141105,0.100141105,0.032839549,1.666666667,2.166666667,2.166666667,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.3626,29.722
sample_106,3.600833333,0.780092593,3.600833333,0.780092593,0.449886252,84.162,72.066,84.09390038,36,-0.033016381,-0.103073005,0.103073005,0.033016381,1.666666667,2.166666667,2.166666667,0.666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.2185,29.652
sample_107,4.837777778,0.819444444,4.837777778,0.819444444,0.387279423,100.161,88.065,100.088815,42,0.087242646,-0.501818678,0.501818678,0.087242646,1.714285714,2.428571429,2.857142857,0.666666667,7,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1.9466,31.057
sample_108,8.909166667,0.03587963,8.909166667,0.03587963,0.486324884,100.161,88.065,100.088815,42,0.053984775,-0.393131382,0.393131382,0.053984775,1,1.571428571,1.857142857,1,7,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1.3114,29.0918
sample_109,10.20263889,0.307268519,10.20263889,0.307268519,0.527852924,100.161,88.065,100.088815,42,0.129339773,-0.300031025,0.300031025,0.129339773,1.571428571,2.142857143,2.285714286,0.833333333,7,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1.7656,30.206
sample_110,10.25416667,0.287037037,10.25416667,0.287037037,0.515019317,100.161,88.065,100.088815,42,0.129595121,-0.300019963,0.300019963,0.129595121,1.571428571,2,2,0.833333333,7,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.6215,30.136
sample_111,10.42083333,-0.087962963,10.42083333,0.087962963,0.520098668,116.16,104.064,116.0837296,48,0.305256806,-0.465969335,0.465969335,0.305256806,1.5,2.125,2.5,0.833333333,8,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.3496,31.541
